File.accession	File.format	Output.type	Experiment.accession	Assay	Biosample.term.id	Biosample.term.name	Biosample.type	Biosample.organism	Biosample.treatments	Biosample.treatments.amount	Biosample.treatments.duration	Experiment.target	Library.made.from	Library.depleted.in	Library.extraction.method	Library.lysis.method	Library.crosslinking.method	Library.strand.specific	Experiment.date.released	Project	RBNS.protein.concentration	Library.fragmentation.method	Library.size.range	Biological.replicate.s.	Technical.replicate	Read.length	Mapped.read.length	Run.type	Paired.end	Paired.with	Derived.from	Size	Lab	md5sum	dbxrefs	File.download.URL	Assembly	Platform	Controlled.by	File.Status	Restricted	Audit.WARNING	Audit.INTERNAL_ACTION	Audit.NOT_COMPLIANT	Audit.ERROR
ENCFF717TWA	bed narrowPeak	optimal idr thresholded peaks	ENCSR550HCT	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-KLF1-human	DNA					False	2016-01-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF255LGM, ENCFF830SMA, ENCFF842XXA	221756	ENCODE Processing Pipeline	d6e556ebcba694582483815e5740993f		https://www.encodeproject.org/files/ENCFF717TWA/@@download/ENCFF717TWA.bed.gz	hg19			released	NA	missing genetic modification characterization	missing mapped reads lengths		
ENCFF619BDC	bed narrowPeak	optimal idr thresholded peaks	ENCSR635GTR	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-TEAD2-human	DNA					False	2016-03-02	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF267PBD, ENCFF777YSR, ENCFF828PUB	102575	ENCODE Processing Pipeline	3f2a8bb473746d1fb1310641b85ce509		https://www.encodeproject.org/files/ENCFF619BDC/@@download/ENCFF619BDC.bed.gz	hg19			released	NA	control low read depth, missing genetic modification characterization			
ENCFF545DAF	bed narrowPeak	optimal idr thresholded peaks	ENCSR117WTM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ZNF24-human	DNA					False	2016-03-02	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF670KBE, ENCFF694BDZ, ENCFF710KBI	243151	ENCODE Processing Pipeline	2d74e845180c2708a1b8a2f4ba901591		https://www.encodeproject.org/files/ENCFF545DAF/@@download/ENCFF545DAF.bed.gz	hg19			released	NA	missing genetic modification characterization, low read depth			
ENCFF036YVI	bed narrowPeak	optimal idr thresholded peaks	ENCSR787RVK	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-TSC22D4-human	DNA					False	2016-03-02	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF225CMV, ENCFF575RVG, ENCFF597WGL	52645	ENCODE Processing Pipeline	f353a61ba2e6c83a03f221aa38684c44		https://www.encodeproject.org/files/ENCFF036YVI/@@download/ENCFF036YVI.bed.gz	hg19			released	NA	control low read depth, missing genetic modification characterization			
ENCFF270QAB	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EHP	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	Interferon gamma		30.0 minute	POLR2A-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF050JYN, ENCFF188QEA, ENCFF278XFP	400425	ENCODE Processing Pipeline	932fe48d98f71d06e962f09468c47775		https://www.encodeproject.org/files/ENCFF270QAB/@@download/ENCFF270QAB.bed.gz	hg19			released	NA	low read depth, mixed read lengths	biological replicates with identical biosample	insufficient read length, insufficient read depth, control insufficient read depth	
ENCFF002CXG	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DOF	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				NELFE-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA		NA	NA	NA		NA			12288	ENCODE Consortium Analysis Working Group	04c642582e8fd9e37bbf42c38b05c517		https://www.encodeproject.org/files/ENCFF002CXG/@@download/ENCFF002CXG.bed.gz	hg19			released	NA		biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF926FUM	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BKU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				YY1-human	DNA		see document	see document		False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF475ICG, ENCFF608RBZ, ENCFF897DAT	268837	ENCODE Processing Pipeline	73708b5a1b2700584fc477fdee757ee3		https://www.encodeproject.org/files/ENCFF926FUM/@@download/ENCFF926FUM.bed.gz	hg19			released	NA	moderate library complexity, low read length, mild to moderate bottlenecking	biological replicates with identical biosample	insufficient read depth, control insufficient read depth, insufficient replicate concordance	extremely low read depth
ENCFF475TQE	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BNU	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ATF3-human	DNA		see document	see document		False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF015HEH, ENCFF146YXX, ENCFF251XOI	128953	ENCODE Processing Pipeline	146c148cf8221517c340d416403eefc1		https://www.encodeproject.org/files/ENCFF475TQE/@@download/ENCFF475TQE.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	biological replicates with identical biosample	control insufficient read depth	
ENCFF473GCH	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BMV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				FOSL1-human	DNA		see document	see document		False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF400JWL, ENCFF753OLX, ENCFF818IMH	133495	ENCODE Processing Pipeline	86ddcb80bb8c5f873e909777fd5562ce		https://www.encodeproject.org/files/ENCFF473GCH/@@download/ENCFF473GCH.bed.gz	hg19			released	NA	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	biological replicates with identical biosample	control insufficient read depth	
ENCFF484CKD	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RCOR1-human	DNA		see document	see document		False	2012-05-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF477PXF, ENCFF620JKI, ENCFF959MXK	122282	ENCODE Processing Pipeline	d8f4094f757d447fef0084be8473dbd0		https://www.encodeproject.org/files/ENCFF484CKD/@@download/ENCFF484CKD.bed.gz	hg19			released	NA	inconsistent target of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF175IUO	bed narrowPeak	optimal idr thresholded peaks	ENCSR632SHZ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-NFE2L1-human	DNA					False	2016-03-02	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF197SSW, ENCFF627BPL, ENCFF771POP	115143	ENCODE Processing Pipeline	1da9412addcc8fdacab4a65d0a9098ce		https://www.encodeproject.org/files/ENCFF175IUO/@@download/ENCFF175IUO.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, moderate library complexity, missing genetic modification characterization, mild to moderate bottlenecking			
ENCFF404YMX	bed narrowPeak	optimal idr thresholded peaks	ENCSR277DMR	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-ETV1-human	DNA					False	2016-03-02	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF421DGE, ENCFF645BHJ, ENCFF692PZN	364092	ENCODE Processing Pipeline	45811baa3b4f022a78ddb6fa4be88278		https://www.encodeproject.org/files/ENCFF404YMX/@@download/ENCFF404YMX.bed.gz	hg19			released	NA	control low read depth, low read depth, missing genetic modification characterization			
ENCFF380FJL	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EHA	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				TBP-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF523ODF, ENCFF545FAT, ENCFF891AHH	395661	ENCODE Processing Pipeline	119c19af83bd82e64f13fb0805f4b209		https://www.encodeproject.org/files/ENCFF380FJL/@@download/ENCFF380FJL.bed.gz	hg19			released	NA	inconsistent target of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF002CMM	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BGX	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SIX5-human	DNA		see document	see document		False	2011-07-18	ENCODE	NA	NA	NA		NA	NA	NA		NA			94185	ENCODE Consortium Analysis Working Group	1f0494497f4bf36bc3b8cda4c0c37dde		https://www.encodeproject.org/files/ENCFF002CMM/@@download/ENCFF002CMM.bed.gz	hg19			released	NA	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF320THV	bed narrowPeak	optimal idr thresholded peaks	ENCSR178DEG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-NR2C1-human	DNA					False	2017-01-31	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF243AWG, ENCFF258HYJ, ENCFF802GJA	447479	ENCODE Processing Pipeline	b709cb1dcaca3ca588904fc3e400b3da		https://www.encodeproject.org/files/ENCFF320THV/@@download/ENCFF320THV.bed.gz	hg19			released	NA	missing genetic modification characterization, mild to moderate bottlenecking, inconsistent platforms			
ENCFF007DKB	bed narrowPeak	optimal idr thresholded peaks	ENCSR126FZN	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-PTRF-human	DNA					False	2016-01-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF355KNJ, ENCFF357IPW, ENCFF488ZUO	97313	ENCODE Processing Pipeline	e43f9679c5db6d500d389acadd52871e		https://www.encodeproject.org/files/ENCFF007DKB/@@download/ENCFF007DKB.bed.gz	hg19			released	NA	missing genetic modification characterization, mild to moderate bottlenecking	missing mapped reads lengths		
ENCFF564WEB	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BMD	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ELF1-human	DNA		see document	see document		False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF445HQE, ENCFF634DSI, ENCFF875HXY	561894	ENCODE Processing Pipeline	eacf14da9a574f49fd8a632a87be3b4d		https://www.encodeproject.org/files/ENCFF564WEB/@@download/ENCFF564WEB.bed.gz	hg19			released	NA	control low read depth, low read depth, low read length, mild to moderate bottlenecking	biological replicates with identical biosample	poor library complexity, severe bottlenecking, insufficient replicate concordance	extremely low read depth
ENCFF334FMW	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BKT	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				USF1-human	DNA		see document	see document		False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF278MWT, ENCFF385JVK, ENCFF738UPC	343702	ENCODE Processing Pipeline	c8c6a2b189f45df818d83179943cc412		https://www.encodeproject.org/files/ENCFF334FMW/@@download/ENCFF334FMW.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	biological replicates with identical biosample	poor library complexity, control insufficient read depth, severe bottlenecking	extremely low read depth
ENCFF998HOR	bed narrowPeak	optimal idr thresholded peaks	ENCSR000ATJ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				HDAC6-human	DNA		see document	see document		False	2012-08-06	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF322OPC, ENCFF676RZD, ENCFF996VOF	33412	ENCODE Processing Pipeline	7ae9a8cbf62137818bd83b824a2f16a5		https://www.encodeproject.org/files/ENCFF998HOR/@@download/ENCFF998HOR.bed.gz	hg19			released	NA	control low read depth, borderline replicate concordance, inconsistent platforms, low read length, mild to moderate bottlenecking, low read depth, moderate library complexity		insufficient read depth	
ENCFF522JRK	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EFR	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ZC3H11A-human	DNA		see document	see document		False	2012-08-20	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF305IJI, ENCFF547MRJ, ENCFF726OZS	51017	ENCODE Processing Pipeline	81ec05387a90d3fd3d085fdfd8e8c470		https://www.encodeproject.org/files/ENCFF522JRK/@@download/ENCFF522JRK.bed.gz	hg19			released	NA	inconsistent target of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF799HIG	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EFV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAX-human	DNA		see document	see document		False	2012-05-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF087MNA, ENCFF375JMY, ENCFF417GYT	624145	ENCODE Processing Pipeline	1b006f9e5ad27a54abb8329a52edd9d8		https://www.encodeproject.org/files/ENCFF799HIG/@@download/ENCFF799HIG.bed.gz	hg19			released	NA	borderline replicate concordance, inconsistent target of control experiment, low read depth, low read length	biological replicates with identical biosample	insufficient read depth	
ENCFF332DRG	bed narrowPeak	optimal idr thresholded peaks	ENCSR314BBS	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-PTTG1-human	DNA					False	2016-03-02	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF069PPO, ENCFF351JUL, ENCFF981LHO	86566	ENCODE Processing Pipeline	1e20dd325116baacb561791a59333622		https://www.encodeproject.org/files/ENCFF332DRG/@@download/ENCFF332DRG.bed.gz	hg19			released	NA	missing genetic modification characterization, low read depth, mild to moderate bottlenecking			
ENCFF859NPS	bed narrowPeak	optimal idr thresholded peaks	ENCSR130PDE	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-NR4A1-human	DNA					False	2016-09-01	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF090MIJ, ENCFF317YJY, ENCFF319MZU	384718	ENCODE Processing Pipeline	1fbe7c256ff4719ad463455c1b853fa6		https://www.encodeproject.org/files/ENCFF859NPS/@@download/ENCFF859NPS.bed.gz	hg19			released	NA	missing genetic modification characterization, moderate library complexity, mild to moderate bottlenecking			
ENCFF835KAT	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EFY	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				ARID3A-human	DNA		see document	see document		False	2012-05-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF378JGJ, ENCFF411VNI, ENCFF732QKX	203969	ENCODE Processing Pipeline	61a07b9ac21ac0103491a01c337814c1		https://www.encodeproject.org/files/ENCFF835KAT/@@download/ENCFF835KAT.bed.gz	hg19			released	NA	borderline replicate concordance, inconsistent target of control experiment, low read depth, low read length	biological replicates with identical biosample	insufficient read depth	
ENCFF196DHR	bed narrowPeak	optimal idr thresholded peaks	ENCSR926KTP	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-IRF9-human	DNA					False	2016-01-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF437EBC, ENCFF672YBV, ENCFF878TRQ	178677	ENCODE Processing Pipeline	d604bcfbecd8c71778b4f1843c67dfd9		https://www.encodeproject.org/files/ENCFF196DHR/@@download/ENCFF196DHR.bed.gz	hg19			released	NA	missing genetic modification characterization			
ENCFF388AJH	bed narrowPeak	optimal idr thresholded peaks	ENCSR854MCV	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-IRF1-human	DNA					False	2016-03-02	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF814SES, ENCFF857RCJ, ENCFF961ADP	272085	ENCODE Processing Pipeline	84c15f8be1f7b09a51e64536e6a6dd11		https://www.encodeproject.org/files/ENCFF388AJH/@@download/ENCFF388AJH.bed.gz	hg19			released	NA	borderline replicate concordance, low read depth, moderate library complexity, missing genetic modification characterization, mild to moderate bottlenecking			
ENCFF265LKN	bed narrowPeak	optimal idr thresholded peaks	ENCSR619GFP	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-HINFP-human	DNA					False	2016-03-02	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF089QJI, ENCFF369YHE, ENCFF922IFQ	128527	ENCODE Processing Pipeline	38e7c9a347317a014c942a4fb187d1c6		https://www.encodeproject.org/files/ENCFF265LKN/@@download/ENCFF265LKN.bed.gz	hg19			released	NA	control low read depth, low read depth, missing genetic modification characterization, mild to moderate bottlenecking			
ENCFF203EDM	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BKH	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				BCLAF1-human	DNA		see document	see document		False	2011-07-18	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF185HLZ, ENCFF650YKB, ENCFF674BPH	40925	ENCODE Processing Pipeline	3946dde3684d502243421593940f2481		https://www.encodeproject.org/files/ENCFF203EDM/@@download/ENCFF203EDM.bed.gz	hg19			released	NA	low read depth, low read length, mild to moderate bottlenecking, mixed read lengths	biological replicates with identical biosample	control insufficient read depth	
ENCFF308IXJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGI	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				MAFF-human	DNA		see document	see document		False	2012-05-14	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF583NBG, ENCFF755LJZ, ENCFF864KPF	460910	ENCODE Processing Pipeline	681c4962a27c4e34b59fc8490e917288		https://www.encodeproject.org/files/ENCFF308IXJ/@@download/ENCFF308IXJ.bed.gz	hg19			released	NA	inconsistent target of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF648NYF	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EHJ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	Interferon gamma		6.0 hour	STAT1-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA	1, 2	NA	NA	NA		NA		ENCFF001TDO, ENCFF473ULH, ENCFF797EKN, ENCFF947WYS	49746	ENCODE Processing Pipeline	2a8c734f74b99e36c8be46d2216ac62e		https://www.encodeproject.org/files/ENCFF648NYF/@@download/ENCFF648NYF.bed.gz	hg19			released	NA	control low read depth, mixed read lengths	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF002CLR	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BRQ	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CEBPB-human	DNA		see document	see document		False	2012-02-29	ENCODE	NA	NA	NA		NA	NA	NA		NA			435226	ENCODE Consortium Analysis Working Group	2d10e26f9b61edce33b6059246986ef0		https://www.encodeproject.org/files/ENCFF002CLR/@@download/ENCFF002CLR.bed.gz	hg19			archived	NA	borderline replicate concordance, low read length, inconsistent platforms	biological replicates with identical biosample, missing derived_from		extremely low read depth
ENCFF002DBE	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DLY	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				POLR2A-human	DNA		see document	see document		False	2011-03-17	ENCODE	NA	NA	NA		NA	NA	NA		NA			393445	ENCODE Consortium Analysis Working Group	76fdcd501f47277f244843987ac855ba		https://www.encodeproject.org/files/ENCFF002DBE/@@download/ENCFF002DBE.bed.gz	hg19			archived	NA	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	biological replicates with identical biosample, missing derived_from	insufficient read length, insufficient read depth	
ENCFF002CEM	bed narrowPeak	optimal idr thresholded peaks	ENCSR000AQE	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				EZH2-human	DNA		see document	see document		False	2012-03-06	ENCODE	NA	NA	NA		NA	NA	NA		NA			45174	ENCODE Consortium Analysis Working Group	74f6a178b30866dcc4cb2563536ecc37		https://www.encodeproject.org/files/ENCFF002CEM/@@download/ENCFF002CEM.bed.gz	hg19			archived	NA	low read depth, low read length, mild to moderate bottlenecking, inconsistent platforms	missing derived_from		
ENCFF002CWK	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EGG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				RCOR1-human	DNA		see document	see document		False	2012-05-14	ENCODE	NA	NA	NA		NA	NA	NA		NA			773454	ENCODE Consortium Analysis Working Group	7da6aa23d8d814b41ba1072b9b31d1cb		https://www.encodeproject.org/files/ENCFF002CWK/@@download/ENCFF002CWK.bed.gz	hg19			archived	NA	low read depth, low read length	biological replicates with identical biosample, missing derived_from		
ENCFF002CMP	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BLK	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SRF-human	DNA		see document	see document		False	2011-07-18	ENCODE	NA	NA	NA		NA	NA	NA		NA			94422	ENCODE Consortium Analysis Working Group	4faa64e973c1fd4be5ecec209317dcc3		https://www.encodeproject.org/files/ENCFF002CMP/@@download/ENCFF002CMP.bed.gz	hg19			archived	NA	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	biological replicates with identical biosample, missing derived_from	insufficient read depth, severe bottlenecking	
ENCFF002CVX	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EHD	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CHD2-human	DNA		see document	see document		False	2011-10-29	ENCODE	NA	NA	NA		NA	NA	NA		NA			180740	ENCODE Consortium Analysis Working Group	fb1dfe8e79debff8a8c980ed02b6612a		https://www.encodeproject.org/files/ENCFF002CVX/@@download/ENCFF002CVX.bed.gz	hg19			archived	NA	low read depth, low read length	biological replicates with identical biosample, missing derived_from		
ENCFF002CMN	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BKO	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SP1-human	DNA		see document	see document		False	2011-07-18	ENCODE	NA	NA	NA		NA	NA	NA		NA			175388	ENCODE Consortium Analysis Working Group	ab813cc65787acdb2cdfafcb9522367a		https://www.encodeproject.org/files/ENCFF002CMN/@@download/ENCFF002CMN.bed.gz	hg19			archived	NA	low read depth, low read length, mild to moderate bottlenecking	biological replicates with identical biosample, missing derived_from		
ENCFF002DDY	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DJY	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				eGFP-JUNB-human	DNA		see document	see document		False	2011-06-03	ENCODE	NA	NA	NA		NA	NA	NA		NA			273015	ENCODE Consortium Analysis Working Group	d1ef04cbb500ad6a7e978a640b6e8b01		https://www.encodeproject.org/files/ENCFF002DDY/@@download/ENCFF002DDY.bed.gz	hg19			archived	NA	missing genetic modification characterization, low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	missing derived_from	insufficient read depth, severe bottlenecking	
